ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
112484,248.920532,1.991393,0.740835,5.829647,3,2,1.956368,0.732119,11.236640
112485,643.697144,6.811198,1.962491,17.633036,4,2,6.641915,1.893227,27.224453
112486,272.179749,2.936574,1.237181,6.374371,3,2,2.573517,1.215088,12.286595
112487,649.351013,6.350311,1.932592,17.787915,4,2,5.903207,1.909856,27.463577
112488,577.196228,6.960133,2.623619,13.583547,3,2,6.444315,2.576769,24.441395
112489,356.220093,2.683260,0.922850,8.383167,3,2,2.627910,0.881733,15.084152
112490,540.334900,5.621623,1.608140,14.801596,4,2,5.584174,1.589220,22.852862
112491,150.169022,2.001328,0.682586,4.069378,4,2,1.787941,0.670397,6.579809
112492,577.813416,5.151488,2.626425,13.598071,3,2,4.707326,2.579524,24.467529
112493,13.050683,0.131174,0.058262,0.306442,3,2,0.119434,0.049063,0.575764
112494,223.325226,2.244673,0.996988,5.230212,3,2,2.043773,0.839569,10.081230
112495,743.637268,9.377360,3.319809,20.370734,4,2,8.772732,2.795629,31.451309
112496,679.700134,5.332228,2.072257,15.995840,3,2,5.226317,1.999118,28.781926
112497,82.188919,0.929378,0.373586,2.227209,4,2,0.856369,0.366915,3.601192
112498,161.442551,1.919823,0.733830,4.403496,4,2,1.790070,0.720726,7.287013
112499,44.141140,0.528116,0.200642,1.209734,4,2,0.489436,0.197059,1.993508
112500,622.308655,5.548185,2.828676,14.645208,3,2,5.069820,2.778164,26.351682
112501,702.395813,6.766836,3.135696,16.529953,3,2,6.220334,2.640586,29.742975
112502,350.622559,3.794143,1.068971,9.604735,4,2,3.727233,1.031243,14.829190
112503,694.757446,5.580152,2.118163,16.350194,3,2,5.325235,2.043404,29.419528
112504,657.434875,6.525364,2.988340,15.471857,3,2,6.495923,2.934977,27.839103
112505,664.354187,5.896292,2.965867,15.634694,3,2,5.073293,2.497572,28.132101
112506,577.179321,4.612065,1.759693,13.583149,3,2,4.540903,1.697586,24.440679
112507,671.002930,5.340652,1.997033,15.791163,3,2,5.143160,1.973538,28.413643
112508,320.742157,5.118644,1.457919,10.024179,5,2,4.667342,1.431885,13.549026
112509,403.645386,3.577463,1.834752,9.499258,3,2,3.288415,1.801988,17.092378
112510,665.413574,5.379340,2.028700,15.659625,3,2,5.364515,1.957099,28.176961
112511,402.333984,3.800971,1.796134,9.468396,3,2,3.413042,1.512534,17.036847
112512,578.822815,6.852727,2.631013,15.855910,4,2,6.417970,2.584030,24.480665
112513,273.252960,3.414592,1.219879,7.453229,4,2,3.121719,1.027267,12.333786
112514,145.344009,1.380726,0.648857,3.370214,3,2,1.290676,0.546406,6.358474
112515,669.298706,5.327088,1.991960,15.751056,3,2,5.130097,1.968526,28.341477
112516,166.353210,1.889812,0.756151,4.537439,4,2,1.799370,0.742648,7.508665
112517,154.947708,1.557401,0.691731,3.628830,3,2,1.418013,0.582510,6.994568
112518,233.273865,2.650047,1.060336,6.362762,4,2,2.523221,1.041401,10.529254
112519,229.088364,3.343909,1.041311,6.248599,4,2,3.119231,1.022716,10.340334
112520,683.668701,7.711147,3.052092,18.727992,4,2,6.913036,2.570183,28.915005
112521,46.015301,0.394031,0.140291,1.086754,3,2,0.383461,0.135339,2.075936
112522,316.643158,3.208325,1.439287,7.451776,3,2,3.120975,1.413586,13.408266
112523,88.797440,0.977481,0.270724,2.406291,4,2,0.941791,0.261169,3.890751
112524,710.647827,10.690086,3.230217,22.209930,5,2,10.361352,3.172535,30.019707
112525,24.583542,0.352229,0.109748,0.767164,5,2,0.320885,0.092419,1.087507
112526,706.875488,5.112114,2.155108,16.635376,3,2,4.699274,2.079046,29.932667
112527,652.764099,6.193562,2.914125,15.361936,3,2,5.664444,2.454000,27.641319
112528,673.868042,5.461657,2.005560,15.858590,3,2,5.285240,1.981965,28.534966
112529,52.468410,0.896892,0.238493,1.636746,5,2,0.854480,0.234234,2.372110
112530,691.425049,6.481138,3.142841,16.271770,3,2,5.971831,3.086719,29.278418
112531,149.405151,1.419306,0.666987,3.464384,3,2,1.326740,0.561674,6.536140
112532,6.421905,0.076370,0.028669,0.175598,4,2,0.071623,0.024142,0.283703
112533,837.835632,9.963588,3.740338,22.951145,4,2,9.344277,3.149758,35.435323
112534,298.016937,2.415408,0.886955,6.979470,3,2,2.337388,0.876520,13.452924
112535,818.568420,8.277625,3.720766,19.263921,3,2,8.068173,3.654323,34.662308
112536,741.598206,7.414343,2.260970,20.314877,4,2,6.874012,2.181171,31.365069
112537,234.172806,2.882493,1.045414,6.387281,4,2,2.680939,0.880349,10.569830
112538,324.344360,4.477876,1.474293,8.884886,4,2,4.207284,1.447966,13.717783
112539,646.276489,4.747692,1.923442,15.209259,3,2,4.280731,1.900813,27.366601
112540,519.909546,6.475465,2.321025,14.242077,4,2,6.044886,1.954547,21.988994
112541,159.113007,1.522613,0.723241,3.726380,3,2,1.492880,0.710326,7.182596
112542,727.612427,8.809530,3.307329,19.931759,4,2,8.610199,3.248270,30.773556
